,Unnamed: 0,Unnamed: 0.1,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比,日期
288223,72996,293,2330,台積電,"33,276,563","6,945","3,931,216,686",118.00,119.00,117.50,118.50,+,0.5,118.50,57,119.00,"1,793",16.32,2014-05-07
289122,73895,293,2330,台積電,"30,096,125","5,599","3,594,265,403",119.50,120.00,119.00,119.50,+,1.0,119.00,"2,796",119.50,376,16.46,2014-05-08
290021,74794,293,2330,台積電,"23,287,585","6,405","2,785,144,700",120.00,120.00,119.00,120.00,+,0.5,119.50,982,120.00,"4,309",16.53,2014-05-09
290920,75693,293,2330,台積電,"37,048,901","6,664","4,390,300,238",119.50,120.00,117.50,118.50,-,1.5,118.00,"4,364",118.50,608,16.32,2014-05-12
291819,76592,293,2330,台積電,"24,046,010","7,767","2,894,574,200",120.00,121.00,119.50,120.50,+,2.0,120.50,937,121.00,"5,830",16.60,2014-05-13
292719,77492,294,2330,台積電,"32,903,344","9,719","3,991,162,751",121.00,122.00,120.50,122.00,+,1.5,121.50,831,122.00,214,16.80,2014-05-14
293619,78392,294,2330,台積電,"16,813,508","5,040","2,040,805,195",121.00,122.00,120.50,122.00, ,0.0,121.50,"5,495",122.00,"2,127",16.09,2014-05-15
294519,79292,294,2330,台積電,"28,679,719","7,047","3,497,688,718",122.00,123.00,121.00,122.00, ,0.0,122.00,954,122.50,196,16.09,2014-05-16
295419,80192,294,2330,台積電,"20,829,956","5,325","2,524,459,168",122.00,122.50,121.00,121.00,-,1.0,121.00,470,121.50,218,15.96,2014-05-19
296319,81092,294,2330,台積電,"25,402,168","7,109","3,088,614,323",122.00,122.00,121.00,121.00, ,0.0,121.00,"1,376",121.50,269,15.96,2014-05-20
297219,81992,294,2330,台積電,"24,218,702","6,337","2,935,442,563",122.00,122.00,120.50,120.50,-,0.5,120.50,"1,471",121.00,165,15.90,2014-05-21
298119,82892,294,2330,台積電,"26,336,625","5,227","3,198,768,892",121.50,122.00,121.00,122.00,+,1.5,121.50,647,122.00,"4,445",16.09,2014-05-22
299019,83792,294,2330,台積電,"31,778,175","6,260","3,866,486,107",121.00,122.50,121.00,122.00, ,0.0,121.50,129,122.00,"3,036",16.09,2014-05-23
299919,84692,294,2330,台積電,"19,854,258","7,319","2,439,783,565",123.00,123.50,122.00,123.00,+,1.0,123.00,"4,577",123.50,"1,468",16.23,2014-05-26
300819,85592,294,2330,台積電,"18,301,066","6,092","2,259,936,878",122.50,124.00,122.50,123.50,+,0.5,123.00,578,123.50,377,16.29,2014-05-27
301719,86492,294,2330,台積電,"37,799,997","8,443","4,658,742,565",124.00,124.00,122.50,124.00,+,0.5,123.50,647,124.00,413,16.36,2014-05-28
302619,87392,294,2330,台積電,"43,079,080","9,131","5,267,063,156",123.50,124.00,121.50,122.00,-,2.0,121.50,"2,630",122.00,"2,587",16.09,2014-05-29
303519,88292,294,2330,台積電,"69,113,681","10,342","8,318,164,317",122.00,122.50,119.50,119.50,-,2.5,119.50,645,120.00,5,15.77,2014-05-30
304419,89192,294,2330,台積電,"40,522,053","10,640","4,915,125,996",120.00,122.50,120.00,122.50,+,3.0,122.00,64,122.50,"1,678",16.16,2014-06-03
305319,90092,294,2330,台積電,"33,486,050","8,162","4,136,552,150",123.50,124.00,123.00,123.50,+,1.0,123.50,"1,183",124.00,"4,344",16.29,2014-06-04
306219,90992,294,2330,台積電,"19,558,349","4,842","2,397,329,714",123.00,123.50,121.50,123.00,-,0.5,122.50,201,123.00,"1,995",16.23,2014-06-05
307119,91892,294,2330,台積電,"19,282,324","4,910","2,364,596,528",123.50,123.50,122.00,122.50,-,0.5,122.00,"1,841",122.50,420,16.16,2014-06-06
308019,92792,294,2330,台積電,"19,730,824","5,157","2,424,539,886",122.50,123.50,122.50,123.00,+,0.5,123.00,460,123.50,"3,488",16.23,2014-06-09
308919,93692,294,2330,台積電,"26,661,384","6,557","3,298,134,327",123.00,124.50,122.50,124.50,+,1.5,124.00,88,124.50,"3,922",16.42,2014-06-10
309819,94592,294,2330,台積電,"27,990,426","6,589","3,479,529,424",124.00,125.00,123.50,125.00,+,0.5,124.50,266,125.00,"2,191",16.49,2014-06-11
310719,95492,294,2330,台積電,"22,300,962","5,812","2,755,883,265",124.00,124.00,123.00,123.50,-,1.5,123.50,106,124.00,912,16.29,2014-06-12
311619,96392,294,2330,台積電,"17,197,521","4,424","2,117,623,583",123.00,123.50,122.50,123.00,-,0.5,123.00,"1,778",123.50,118,16.23,2014-06-13
312519,97292,294,2330,台積電,"13,737,288","5,010","1,691,353,424",122.50,124.00,122.50,124.00,+,1.0,123.50,353,124.00,"1,297",16.36,2014-06-16
313419,98192,294,2330,台積電,"20,568,681","6,971","2,557,854,737",124.00,125.00,123.00,125.00,+,1.0,124.50,"1,306",125.00,"1,841",16.49,2014-06-17
314319,99092,294,2330,台積電,"38,103,408","8,642","4,778,941,290",125.00,126.50,124.00,125.50,+,0.5,125.50,214,126.00,"1,728",16.56,2014-06-18
315219,99992,294,2330,台積電,"25,211,563","5,043","3,163,386,515",124.50,126.00,124.50,126.00,+,0.5,125.50,168,126.00,"1,656",16.62,2014-06-19
316119,100892,294,2330,台積電,"31,589,978","5,267","3,951,298,152",126.50,127.00,124.00,124.50,-,1.5,124.00,"3,758",124.50,177,16.42,2014-06-20
317019,101792,294,2330,台積電,"25,147,462","6,320","3,108,562,826",125.00,125.50,123.00,123.00,-,1.5,123.00,"3,154",123.50,"1,289",16.23,2014-06-23
317919,102692,294,2330,台積電,"36,234,466","8,507","4,451,530,440",123.00,123.50,122.00,123.00, ,0.0,122.50,"1,699",123.00,857,16.23,2014-06-24
318819,103592,294,2330,台積電,"31,028,964","7,395","3,835,858,072",123.00,124.50,123.00,123.50,+,0.5,123.00,"3,864",123.50,"2,084",16.29,2014-06-25
319719,104492,294,2330,台積電,"33,938,460","5,578","4,216,435,800",124.50,125.00,123.50,124.50,+,1.0,124.00,285,124.50,"1,837",16.42,2014-06-26
320619,105392,294,2330,台積電,"44,450,355","9,021","5,576,193,375",125.00,126.50,124.00,125.50,+,1.0,125.50,316,126.00,891,16.56,2014-06-27
321519,106292,294,2330,台積電,"38,191,504","7,469","4,827,284,804",126.00,127.00,125.00,126.50,+,1.0,126.50,207,127.00,712,16.69,2014-06-30
322419,107192,294,2330,台積電,"33,022,537","7,806","4,220,113,199",126.50,128.50,126.00,128.00,+,1.5,128.00,"7,962",128.50,"4,194",16.89,2014-06-31
323319,108092,294,2330,台積電,"33,022,537","7,806","4,220,113,199",126.50,128.50,126.00,128.00,+,1.5,128.00,"7,962",128.50,"4,194",16.89,2014-07-01
324219,108992,294,2330,台積電,"51,623,745","13,133","6,784,671,858",129.50,132.50,129.00,132.50,+,4.5,132.00,154,132.50,995,17.48,2014-07-02
325119,109892,294,2330,台積電,"41,188,579","12,822","5,481,357,096",131.50,135.00,130.50,134.50,+,2.0,134.00,191,134.50,109,17.74,2014-07-03
326019,110792,294,2330,台積電,"44,516,194","13,513","5,982,542,686",133.50,136.00,132.00,135.00,+,0.5,135.00,740,135.50,"2,076",17.81,2014-07-04
326918,111691,294,2330,台積電,"32,207,808","10,456","4,359,167,895",134.50,136.00,132.50,136.00,+,1.0,135.50,84,136.00,"1,075",17.94,2014-07-07
327817,112590,294,2330,台積電,"36,299,510","7,852","4,898,844,484",135.50,136.00,134.00,134.50,-,1.5,134.00,"1,977",134.50,37,17.74,2014-07-08
328716,113489,294,2330,台積電,"39,336,800","10,775","5,286,821,200",133.50,135.00,133.50,134.00,-,0.5,134.00,279,134.50,"1,172",17.68,2014-07-09
329616,114389,294,2330,台積電,"51,132,233","9,008","6,904,690,475",134.50,136.00,134.50,134.50,+,0.5,134.00,"2,093",134.50,8,17.74,2014-07-10
330516,115289,294,2330,台積電,"43,513,681","11,824","5,946,107,116",136.00,138.00,135.50,136.50,+,2.0,136.00,"4,212",136.50,"2,163",18.01,2014-07-11
331416,116189,294,2330,台積電,"46,818,367","14,589","6,256,723,781",134.50,134.50,132.50,132.50,X,0.0,132.00,"2,943",132.50,48,17.48,2014-07-14
332316,117089,294,2330,台積電,"37,976,398","8,483","5,061,898,434",133.00,134.00,132.50,133.00,+,0.5,133.00,"1,565",133.50,653,17.55,2014-07-15
333216,117989,294,2330,台積電,"42,072,768","10,001","5,539,818,008",133.00,133.50,130.00,130.50,-,2.5,130.50,806,131.00,67,17.22,2014-07-16
334116,118889,294,2330,台積電,"138,665,459","34,866","17,243,062,335",125.00,125.50,123.00,124.50,-,6.0,124.50,294,125.00,"7,831",16.42,2014-07-17
335016,119789,294,2330,台積電,"97,366,229","21,786","11,985,660,029",121.50,124.00,121.50,123.50,-,1.0,123.00,"3,801",123.50,"5,577",16.29,2014-07-18
335916,120689,294,2330,台積電,"58,994,337","15,070","7,298,292,910",124.00,124.50,122.50,123.50, ,0.0,123.00,534,123.50,"1,182",16.29,2014-07-21
336816,121589,294,2330,台積電,"53,307,488","12,061","6,611,629,704",123.50,125.00,122.50,124.50,+,1.0,124.00,"1,074",124.50,834,16.42,2014-07-22
337716,122489,294,2330,台積電,"66,041,379","12,534","8,233,198,975",124.50,125.00,124.00,125.00,+,0.5,124.50,438,125.00,"3,085",16.49,2014-07-24
338616,123389,294,2330,台積電,"31,609,284","11,359","3,901,955,314",124.50,125.00,122.50,123.00,-,2.0,122.50,"1,791",123.00,425,16.23,2014-07-25
339516,124289,294,2330,台積電,"43,514,580","13,121","5,296,514,760",122.00,122.50,121.00,121.50,-,1.5,121.00,"2,732",121.50,"1,249",16.03,2014-07-28
340416,125189,294,2330,台積電,"40,749,556","11,381","5,009,947,804",122.50,124.00,122.00,124.00,+,2.5,123.50,453,124.00,"5,945",16.36,2014-07-29
341316,126089,294,2330,台積電,"32,428,969","7,029","4,031,742,597",123.50,125.00,123.00,124.50,+,0.5,124.00,"2,865",124.50,537,16.42,2014-07-30
342216,126989,294,2330,台積電,"44,806,071","13,163","5,461,570,662",124.00,124.00,121.00,121.00,-,3.5,121.00,"2,582",121.50,"1,009",15.96,2014-07-31
343116,127889,294,2330,台積電,"61,873,796","13,006","7,431,852,976",120.00,121.00,119.50,120.00,-,1.0,120.00,33,120.50,"6,132",15.83,2014-08-01
344016,128789,294,2330,台積電,"39,730,078","8,471","4,849,122,094",120.00,123.50,120.00,123.50,+,3.5,123.00,62,123.50,"2,073",16.29,2014-08-04
344916,129689,294,2330,台積電,"61,536,941","15,190","7,427,621,354",122.50,122.50,119.50,119.50,-,4.0,119.50,"2,404",120.00,880,15.77,2014-08-05
345816,130589,294,2330,台積電,"38,043,400","9,762","4,574,500,402",119.00,121.50,119.00,120.50,+,1.0,120.00,"2,233",120.50,309,15.90,2014-08-06
346716,131489,294,2330,台積電,"30,079,734","8,143","3,630,553,139",120.50,121.50,119.50,121.50,+,1.0,121.00,53,121.50,536,16.03,2014-08-07
347616,132389,294,2330,台積電,"35,170,150","7,307","4,226,147,039",120.50,121.00,119.50,120.50,-,1.0,120.00,"1,364",120.50,154,15.90,2014-08-08
348516,133289,294,2330,台積電,"42,993,969","10,623","5,176,984,237",120.00,121.00,119.50,120.50, ,0.0,120.00,"2,170",120.50,881,15.90,2014-08-11
349415,134188,294,2330,台積電,"32,278,863","7,524","3,916,887,825",121.00,122.00,120.50,121.50,+,1.0,121.00,"3,011",121.50,837,16.03,2014-08-12
350313,135086,293,2330,台積電,"39,837,469","8,735","4,865,692,921",121.00,123.50,120.50,122.50,+,1.0,122.00,"3,112",122.50,687,16.16,2014-08-13
351211,135984,293,2330,台積電,"32,955,917","9,499","4,076,947,208",123.50,124.00,123.00,124.00,+,1.5,123.50,738,124.00,"1,798",15.74,2014-08-14
352109,136882,293,2330,台積電,"19,189,066","4,823","2,379,577,684",124.50,125.00,123.00,124.00, ,0.0,123.50,"1,143",124.00,639,15.74,2014-08-15
353007,137780,293,2330,台積電,"14,766,724","3,958","1,822,155,852",124.00,124.00,122.50,123.00,-,1.0,123.00,620,123.50,"1,177",15.61,2014-08-18
353905,138678,293,2330,台積電,"31,922,961","8,062","3,971,298,664",124.00,125.00,123.50,124.00,+,1.0,124.00,"1,553",124.50,"1,088",15.74,2014-08-19
354803,139576,293,2330,台積電,"28,975,007","9,137","3,630,457,375",125.00,125.50,124.50,125.50,+,1.5,125.50,166,126.00,"3,891",15.93,2014-08-20
355702,140475,293,2330,台積電,"23,089,886","7,165","2,874,689,300",126.00,126.00,124.00,124.50,-,1.0,124.00,"1,443",124.50,"1,093",15.80,2014-08-21
356601,141374,293,2330,台積電,"42,775,096","10,719","5,361,134,500",124.50,126.00,123.50,125.50,+,1.0,125.50,"1,210",126.00,"2,661",15.93,2014-08-22
357501,142274,294,2330,台積電,"21,107,047","5,152","2,644,467,685",125.50,126.00,125.00,125.00,-,0.5,125.00,"1,190",125.50,"2,287",15.86,2014-08-25
358402,143175,294,2330,台積電,"30,428,415","6,140","3,799,853,140",125.00,125.50,124.00,124.50,-,0.5,124.50,"2,574",125.00,"1,971",15.80,2014-08-26
359302,144075,294,2330,台積電,"36,839,048","8,829","4,624,363,500",125.50,126.00,124.50,125.50,+,1.0,125.00,"2,214",125.50,"1,404",15.93,2014-08-27
360202,144975,294,2330,台積電,"21,759,522","5,251","2,719,379,450",126.00,126.00,124.50,125.00,-,0.5,124.50,"1,046",125.00,906,15.86,2014-08-28
361102,145875,294,2330,台積電,"28,358,752","4,468","3,524,840,748",124.50,125.00,124.00,124.00,-,1.0,124.00,916,124.50,208,15.74,2014-08-29
362002,146775,294,2330,台積電,"37,523,903","13,072","4,781,100,964",125.00,128.50,125.00,128.50,+,4.5,128.00,874,128.50,"2,122",16.31,2014-09-01
362902,147675,294,2330,台積電,"20,057,329","6,797","2,537,914,440",128.00,128.00,125.50,126.00,-,2.5,126.00,509,126.50,"1,297",15.99,2014-09-02
363801,148574,294,2330,台積電,"24,642,146","7,148","3,130,801,079",127.00,128.00,125.50,128.00,+,2.0,127.50,56,128.00,"2,977",16.24,2014-09-03
364700,149473,294,2330,台積電,"22,110,294","6,492","2,807,139,114",128.00,128.00,126.00,127.50,-,0.5,127.00,41,127.50,22,16.18,2014-09-04
365599,150372,294,2330,台積電,"20,128,089","6,377","2,547,458,803",128.50,128.50,125.50,127.00,-,0.5,126.50,44,127.00,9,16.12,2014-09-05
366498,151271,294,2330,台積電,"24,359,374","5,122","3,094,467,478",127.50,127.50,126.50,127.00, ,0.0,126.50,611,127.00,76,16.12,2014-09-09
367398,152171,294,2330,台積電,"29,718,910","9,929","3,704,045,310",126.00,126.00,124.00,125.00,-,2.0,124.50,"1,484",125.00,"2,383",15.86,2014-09-10
368297,153070,294,2330,台積電,"24,328,911","9,292","3,053,093,835",126.00,126.00,125.00,125.00, ,0.0,124.50,"1,322",125.00,493,15.86,2014-09-11
369196,153969,294,2330,台積電,"20,299,517","7,012","2,511,970,309",124.50,125.00,123.00,123.00,-,2.0,123.00,"1,878",123.50,135,15.61,2014-09-12
370095,154868,294,2330,台積電,"19,643,901","5,926","2,412,393,245",122.50,123.50,122.00,123.50,+,0.5,123.00,242,123.50,"1,039",15.67,2014-09-15
370994,155767,294,2330,台積電,"19,248,402","4,550","2,362,531,446",123.00,123.00,122.00,122.50,-,1.0,122.50,137,123.00,"2,687",15.55,2014-09-16
371893,156666,294,2330,台積電,"24,018,511","6,056","2,981,376,096",123.50,125.00,123.00,124.50,+,2.0,124.00,680,124.50,509,15.80,2014-09-17
372792,157565,294,2330,台積電,"14,791,473","3,768","1,842,073,367",124.50,125.00,123.50,125.00,+,0.5,124.50,54,125.00,"4,717",15.86,2014-09-18
373691,158464,294,2330,台積電,"30,781,855","6,541","3,855,838,875",125.50,126.00,125.00,125.00, ,0.0,124.50,"5,200",125.00,431,15.86,2014-09-19
374589,159362,294,2330,台積電,"40,658,970","12,386","4,980,563,150",124.00,124.00,122.00,122.00,-,3.0,122.00,"2,767",122.50,122,15.48,2014-09-22
375487,160260,294,2330,台積電,"16,208,733","4,520","1,988,554,659",123.00,123.50,122.00,122.50,+,0.5,122.50,"2,595",123.00,"1,289",15.55,2014-09-23
376385,161158,294,2330,台積電,"28,552,866","8,362","3,506,255,498",122.00,124.00,122.00,123.00,+,0.5,123.00,"1,084",123.50,211,15.61,2014-09-24
377283,162056,294,2330,台積電,"23,840,728","7,472","2,918,138,416",123.00,124.00,121.50,122.00,-,1.0,122.00,"1,540",122.50,"2,330",15.48,2014-09-25
378181,162954,294,2330,台積電,"25,408,337","7,565","3,076,869,614",121.00,121.50,120.50,121.00,-,1.0,121.00,"1,988",121.50,836,15.36,2014-09-26
379078,163851,293,2330,台積電,"55,071,604","8,787","6,646,680,084",122.00,122.00,120.00,120.50,-,0.5,120.50,"4,613",121.00,"5,539",15.29,2014-09-29
379976,164749,293,2330,台積電,"52,027,003","10,098","6,244,964,032",120.00,121.00,119.00,120.00,-,0.5,120.00,115,120.50,367,15.23,2014-09-30
380874,165647,293,2330,台積電,"42,581,377","10,354","5,158,093,766",120.00,122.00,120.00,121.50,+,1.5,121.00,330,121.50,"1,308",15.42,2014-09-31
381772,166545,293,2330,台積電,"42,581,377","10,354","5,158,093,766",120.00,122.00,120.00,121.50,+,1.5,121.00,330,121.50,"1,308",15.42,2014-10-01
382670,167443,293,2330,台積電,"30,795,615","7,962","3,731,056,693",121.00,122.50,120.50,121.00,-,0.5,121.00,"11,251",121.50,163,15.36,2014-10-02
383567,168340,293,2330,台積電,"52,042,943","13,294","6,451,706,432",122.50,125.00,122.00,124.50,+,3.5,124.50,217,125.00,"2,980",15.80,2014-10-03
384464,169237,292,2330,台積電,"39,292,993","8,484","4,917,395,077",125.00,126.00,124.00,126.00,+,1.5,125.50,"1,767",126.00,"2,564",15.99,2014-10-06
385361,170134,292,2330,台積電,"40,188,171","9,286","5,008,511,591",125.00,125.50,123.50,125.00,-,1.0,124.50,383,125.00,"1,778",15.86,2014-10-07
386257,171030,292,2330,台積電,"30,938,590","7,052","3,822,790,343",123.50,125.00,122.50,122.50,-,2.5,122.50,"1,665",123.00,"1,024",15.55,2014-10-08
387153,171926,293,2330,台積電,"37,115,519","8,511","4,618,115,675",124.00,125.00,123.50,125.00,+,2.5,124.50,720,125.00,"4,987",15.86,2014-10-09
388050,172823,293,2330,台積電,"77,985,231","17,422","9,387,511,086",119.00,121.50,118.00,120.50,-,4.5,120.50,"1,118",121.00,717,15.29,2014-10-13
388947,173720,293,2330,台積電,"31,887,790","7,721","3,860,053,450",120.00,121.50,119.50,121.00,+,0.5,121.00,762,121.50,"2,341",15.36,2014-10-14
389844,174617,293,2330,台積電,"50,496,268","8,865","6,152,445,530",121.50,123.00,121.00,121.50,+,0.5,121.50,558,122.00,813,15.42,2014-10-15
390741,175514,294,2330,台積電,"46,431,478","10,408","5,646,852,831",121.50,124.00,120.00,121.50, ,0.0,121.50,"1,193",122.00,538,15.42,2014-10-16
391638,176411,293,2330,台積電,"92,077,567","17,100","11,471,479,741",125.00,125.50,123.50,123.50,+,2.0,123.50,834,124.00,515,15.67,2014-10-17
392536,177309,294,2330,台積電,"38,619,120","10,285","4,836,985,013",125.00,126.00,124.50,126.00,+,2.5,125.50,448,126.00,"4,586",15.99,2014-10-20
393435,178208,294,2330,台積電,"25,647,836","5,980","3,212,361,500",126.00,126.00,124.50,125.00,-,1.0,124.50,"1,339",125.00,325,15.86,2014-10-21
394334,179107,294,2330,台積電,"65,855,978","18,767","8,448,819,662",127.50,129.00,127.50,129.00,+,4.0,128.50,"2,083",129.00,"2,534",16.37,2014-10-22
395233,180006,294,2330,台積電,"28,085,000","7,546","3,592,328,456",128.00,128.50,127.50,127.50,-,1.5,127.50,"2,639",128.00,"2,560",16.18,2014-10-23
396131,180904,294,2330,台積電,"42,161,680","11,207","5,309,444,319",127.00,127.50,125.00,125.50,-,2.0,125.50,318,126.00,"1,184",15.93,2014-10-24
397029,181802,293,2330,台積電,"25,145,300","6,666","3,198,861,200",126.50,128.00,126.50,128.00,+,2.5,127.50,380,128.00,"1,928",16.24,2014-10-27
397927,182700,293,2330,台積電,"35,018,669","9,193","4,502,178,132",129.00,129.50,127.50,128.00, ,0.0,128.00,194,128.50,"3,482",16.24,2014-10-28
398826,183599,293,2330,台積電,"34,860,584","9,425","4,492,215,211",129.00,129.50,128.00,129.00,+,1.0,129.00,949,129.50,"5,479",16.37,2014-10-29
399725,184498,293,2330,台積電,"35,723,762","6,368","4,573,685,036",128.50,129.00,127.00,128.50,-,0.5,128.00,"1,479",128.50,"2,230",16.31,2014-10-30
400627,185400,296,2330,台積電,"42,413,458","8,496","5,477,556,934",128.00,130.50,127.50,130.50,+,2.0,130.00,46,130.50,111,16.56,2014-10-31
401528,186301,296,2330,台積電,"45,307,093","9,263","5,946,034,891",132.00,132.50,130.50,131.00,+,0.5,130.50,"7,154",131.00,"1,309",16.62,2014-11-03
402430,187203,296,2330,台積電,"32,566,058","8,649","4,280,472,598",132.00,132.00,131.00,132.00,+,1.0,131.50,"1,064",132.00,"2,738",16.75,2014-11-04
403332,188105,296,2330,台積電,"22,638,263","6,894","2,980,749,040",131.50,132.00,131.00,132.00, ,0.0,131.50,"1,967",132.00,700,16.75,2014-11-05
404233,189006,295,2330,台積電,"28,559,948","7,600","3,771,103,320",132.50,132.50,131.50,132.00, ,0.0,131.50,"4,699",132.00,"3,284",16.75,2014-11-06
405134,189907,295,2330,台積電,"17,385,452","4,984","2,278,727,212",131.50,131.50,130.50,131.00,-,1.0,131.00,"6,320",131.50,805,16.62,2014-11-07
406035,190808,296,2330,台積電,"43,174,974","14,569","5,768,165,266",132.50,134.50,132.00,134.50,+,3.5,134.00,228,134.50,"1,419",17.07,2014-11-10
406936,191709,296,2330,台積電,"20,484,607","7,515","2,745,359,989",135.00,135.00,133.00,134.00,-,0.5,133.50,255,134.00,"1,634",17.01,2014-11-11
407837,192610,296,2330,台積電,"27,434,390","7,901","3,631,228,480",134.50,134.50,131.50,132.00,-,2.0,132.00,99,132.50,864,16.75,2014-11-12
408738,193511,296,2330,台積電,"25,055,094","6,661","3,348,488,504",133.50,134.50,132.50,134.00,+,2.0,133.50,178,134.00,"3,966",15.19,2014-11-13
409637,194410,295,2330,台積電,"24,361,474","6,351","3,273,177,648",134.00,135.00,133.50,135.00,+,1.0,134.50,373,135.00,"3,485",15.31,2014-11-14
410537,195310,295,2330,台積電,"24,772,760","6,380","3,304,356,080",135.00,135.50,132.50,133.00,-,2.0,133.00,"2,470",133.50,63,15.08,2014-11-17
411438,196211,296,2330,台積電,"43,227,312","7,505","5,724,652,806",134.00,134.50,131.00,131.50,-,1.5,131.50,"1,090",132.00,93,14.91,2014-11-18
412339,197112,296,2330,台積電,"71,400,310","16,907","9,665,049,850",133.00,136.50,132.50,136.00,+,4.5,136.00,"1,704",136.50,"2,296",15.42,2014-11-19
413240,198013,296,2330,台積電,"44,216,108","14,450","6,111,534,904",137.50,139.00,137.00,139.00,+,3.0,138.50,101,139.00,"5,484",15.76,2014-11-20
414141,198914,296,2330,台積電,"30,621,113","10,190","4,227,656,494",139.50,139.50,137.50,138.50,-,0.5,138.00,687,138.50,"2,872",15.70,2014-11-21
415043,199816,296,2330,台積電,"33,408,878","9,025","4,638,792,664",140.00,140.50,138.00,138.50, ,0.0,138.00,"22,498",138.50,664,15.70,2014-11-24
415947,200720,298,2330,台積電,"42,940,855","9,531","5,962,095,805",138.50,140.00,138.50,139.00,+,0.5,139.00,"4,213",139.50,483,15.76,2014-11-25
416851,201624,298,2330,台積電,"23,201,396","5,372","3,216,868,544",138.50,139.00,138.00,139.00, ,0.0,138.50,"3,490",139.00,"2,459",15.76,2014-11-26
417755,202528,297,2330,台積電,"26,580,345","9,496","3,738,733,402",140.00,142.00,140.00,140.00,+,1.0,140.00,283,140.50,137,15.87,2014-11-27
418660,203433,298,2330,台積電,"36,077,308","9,303","5,080,693,933",139.00,141.50,139.00,141.50,+,1.5,141.50,"1,766",142.00,"3,511",16.04,2014-11-28
419565,204338,298,2330,台積電,"50,115,832","10,157","7,018,698,480",139.00,142.00,138.50,140.00,-,1.5,140.00,7,140.50,800,15.87,2014-11-31
420470,205243,298,2330,台積電,"50,115,832","10,157","7,018,698,480",139.00,142.00,138.50,140.00,-,1.5,140.00,7,140.50,800,15.87,2014-12-01
421375,206148,298,2330,台積電,"54,781,433","10,491","7,590,847,994",139.50,139.50,137.50,137.50,-,2.5,137.00,"3,240",137.50,236,15.59,2014-12-02
422280,207053,298,2330,台積電,"40,184,369","8,120","5,545,743,422",137.50,139.00,136.50,138.00,+,0.5,138.00,393,138.50,"1,328",15.65,2014-12-03
423185,207958,298,2330,台積電,"28,276,455","5,776","3,935,004,245",139.00,140.00,138.50,139.00,+,1.0,139.00,"4,195",139.50,"2,666",15.76,2014-12-04
424091,208864,298,2330,台積電,"29,431,871","9,981","4,053,430,541",138.50,139.50,137.00,137.50,-,1.5,137.50,"1,076",138.00,"2,271",15.59,2014-12-05
424997,209770,298,2330,台積電,"19,854,469","6,184","2,733,903,222",138.00,138.50,137.00,138.00,+,0.5,137.50,395,138.00,"8,501",15.65,2014-12-08
425903,210676,298,2330,台積電,"31,926,886","6,676","4,410,027,018",138.00,139.00,137.50,138.00, ,0.0,137.50,896,138.00,"6,140",15.65,2014-12-09
426811,211584,299,2330,台積電,"39,845,261","10,748","5,453,042,098",138.00,139.00,136.00,136.00,-,2.0,136.00,"1,578",136.50,431,15.42,2014-12-10
427719,212492,299,2330,台積電,"41,669,260","9,443","5,634,712,500",135.00,136.00,134.50,134.50,-,1.5,134.50,"1,617",135.00,112,15.25,2014-12-11
428627,213400,299,2330,台積電,"31,504,393","7,465","4,253,680,055",135.00,136.00,134.50,135.00,+,0.5,134.50,"1,757",135.00,13,15.31,2014-12-12
429535,214308,299,2330,台積電,"45,196,692","8,533","6,123,590,832",134.50,136.50,134.50,136.00,+,1.0,135.50,895,136.00,"4,830",15.42,2014-12-15
430443,215216,299,2330,台積電,"41,273,420","10,345","5,519,760,280",134.50,135.50,133.00,133.00,-,3.0,133.00,"6,012",133.50,177,15.08,2014-12-16
431351,216124,299,2330,台積電,"84,670,250","18,863","11,100,215,420",133.00,133.00,130.00,130.50,-,2.5,130.50,451,131.00,322,14.80,2014-12-17
432259,217032,299,2330,台積電,"51,896,344","11,210","6,846,354,408",132.00,133.00,131.00,131.50,+,1.0,131.50,"1,641",132.00,102,14.91,2014-12-18
433167,217940,299,2330,台積電,"44,591,655","15,558","6,082,343,984",134.50,138.00,134.00,138.00,+,6.5,137.50,5,138.00,"1,272",15.65,2014-12-19
434076,218849,299,2330,台積電,"34,995,859","9,339","4,843,397,632",137.50,140.00,137.00,138.50,+,0.5,138.50,108,139.00,490,15.70,2014-12-22
434985,219758,300,2330,台積電,"19,157,682","6,678","2,646,448,245",139.00,140.00,137.00,137.50,-,1.0,137.50,514,138.00,"6,492",15.59,2014-12-23
435894,220667,300,2330,台積電,"16,722,021","4,405","2,300,669,398",136.00,138.00,136.00,138.00,+,0.5,137.50,766,138.00,"6,844",15.65,2014-12-24
436803,221576,300,2330,台積電,"7,392,192","1,860","1,015,532,329",137.00,138.00,137.00,137.50,-,0.5,137.00,"1,550",137.50,337,15.59,2014-12-25
437712,222485,300,2330,台積電,"13,183,543","3,404","1,817,851,477",138.00,139.00,137.00,139.00,+,1.5,138.50,11,139.00,36,15.76,2014-12-26
438621,223394,300,2330,台積電,"4,823,202","1,195","666,171,960",139.00,139.00,137.50,138.50,-,0.5,138.00,260,138.50,"1,933",15.70,2014-12-27
439531,224304,300,2330,台積電,"35,075,381","11,085","4,920,594,840",138.00,141.00,138.00,141.00,+,2.5,140.50,523,141.00,"1,538",15.99,2014-12-29
